district,code,endorsedtrump,party,demp,repp,demc,repc,year,white,black,latino,asianandpacificislander,native,highschoolorgreater,bachelorsdegreeorhigher,medianincome
New York's 3rd,NY-03,Democrat,Democratic,59,41,157456,109514,2018,75.900002,3.0999999,7.1999998,12.8,0.1,92.800003,52,108136
New York's 3rd,NY-03,Democrat,Democratic,54.8,45.200001,90032,74269,2014,75.900002,3.0999999,7.1999998,12.8,0.1,92.800003,52,108136
New York's 4th,NY-04,Democrat,Democratic,52.8,47.099998,89793,80127,2014,65.800003,14.4,12.8,5.9000001,0.1,89.400002,41.400002,100387
New York's 4th,NY-04,Democrat,Democratic,59.5,40.400002,185286,125865,2016,65.800003,14.4,12.8,5.9000001,0.1,89.400002,41.400002,100387
New York's 4th,NY-04,Democrat,Democratic,61.3,38.700001,159535,100571,2018,65.800003,14.4,12.8,5.9000001,0.1,89.400002,41.400002,100387
New York's 5th,NY-05,Democrat,Democratic,99.4,0,160500,0,2018,13.9,52.900002,16.5,14.4,0.5,81.400002,24.799999,66094
New York's 5th,NY-05,Democrat,Democratic,85.4,13,199552,30257,2016,13.9,52.900002,16.5,14.4,0.5,81.400002,24.799999,66094
New York's 5th,NY-05,Democrat,Democratic,94.9,0,75712,0,2014,13.9,52.900002,16.5,14.4,0.5,81.400002,24.799999,66094
New York's 6th,NY-06,Democrat,Democratic,90.5,0,111646,0,2018,43.5,4.3000002,18.200001,32.200001,0.2,83.5,35.700001,61648
New York's 6th,NY-06,Democrat,Democratic,72.1,26.700001,136506,50617,2016,43.5,4.3000002,18.200001,32.200001,0.2,83.5,35.700001,61648
New York's 6th,NY-06,Democrat,Democratic,98.9,0,55368,0,2014,43.5,4.3000002,18.200001,32.200001,0.2,83.5,35.700001,61648
New York's 7th,NY-07,Democrat,Democratic,93.3,0,146687,0,2018,35.599998,9.8000002,36.599998,16.5,0.2,71.599998,32.299999,52724
New York's 7th,NY-07,Democrat,Democratic,88.7,9,56593,5713,2014,35.599998,9.8000002,36.599998,16.5,0.2,71.599998,32.299999,52724
New York's 7th,NY-07,Democrat,Democratic,90.7,9.1999998,172145,17477,2016,35.599998,9.8000002,36.599998,16.5,0.2,71.599998,32.299999,52724
New York's 8th,NY-08,Democrat,Democratic,92,0,77255,0,2014,27.1,51.900002,15.1,4.4000001,0.2,83.099998,31.1,49556
New York's 8th,NY-08,Democrat,Democratic,94.2,0,180376,0,2018,27.1,51.900002,15.1,4.4000001,0.2,83.099998,31.1,49556
New York's 8th,NY-08,Democrat,Democratic,93.2,0,214595,0,2016,27.1,51.900002,15.1,4.4000001,0.2,83.099998,31.1,49556
New York's 9th,NY-09,Democrat,Democratic,89.3,0,82659,0,2014,35.200001,47.200001,10,6.1999998,0.1,85.199997,36.799999,53047
New York's 9th,NY-09,Democrat,Democratic,89.2,10.3,181455,20901,2018,35.200001,47.200001,10,6.1999998,0.1,85.199997,36.799999,53047
New York's 9th,NY-09,Democrat,Democratic,92.3,0,214189,0,2016,35.200001,47.200001,10,6.1999998,0.1,85.199997,36.799999,53047
New York's 10th,NY-10,Democrat,Democratic,87.4,0,89080,0,2014,67.900002,4.1999998,11,15.3,0.2,87.900002,60.400002,87826
New York's 10th,NY-10,Democrat,Democratic,82.1,17.799999,173095,37619,2018,67.900002,4.1999998,11,15.3,0.2,87.900002,60.400002,87826
New York's 10th,NY-10,Democrat,Democratic,78,21.9,192122,53806,2016,67.900002,4.1999998,11,15.3,0.2,87.900002,60.400002,87826
New York's 11th,NY-11,Endorsed Trump,Republican,42.1,54.799999,45244,58886,2014,67.199997,6.8000002,13.2,11.6,0.2,86.099998,34.200001,69192
New York's 11th,NY-11,Endorsed Trump,Republican,36.7,61.5,85257,142934,2016,67.199997,6.8000002,13.2,11.6,0.2,86.099998,34.200001,69192
New York's 11th,NY-11,Endorsed Trump,Democratic,53,46.5,101823,89441,2018,67.199997,6.8000002,13.2,11.6,0.2,86.099998,34.200001,69192
New York's 12th,NY-12,Democrat,Democratic,79.9,20,90603,22731,2014,70.699997,4.5999999,12.3,10.7,0.1,93.699997,72,100828
New York's 12th,NY-12,Democrat,Democratic,83.1,16.799999,244199,49350,2016,70.699997,4.5999999,12.3,10.7,0.1,93.699997,72,100828
New York's 12th,NY-12,Democrat,Democratic,86.3,12.1,217430,30446,2018,70.699997,4.5999999,12.3,10.7,0.1,93.699997,72,100828
New York's 13th,NY-13,Democrat,Democratic,87.3,0,68396,0,2014,17.700001,28.799999,47.799999,4,0.2,73.699997,30.5,39490
New York's 13th,NY-13,Democrat,Democratic,88.6,6.9000001,206994,16083,2016,17.700001,28.799999,47.799999,4,0.2,73.699997,30.5,39490
New York's 13th,NY-13,Democrat,Democratic,94.4,5.4000001,180035,10268,2018,17.700001,28.799999,47.799999,4,0.2,73.699997,30.5,39490
New York's 14th,NY-14,Democrat,Democratic,88,0,50352,0,2014,31.5,12.6,40,14.6,0.2,76,25.9,54753
New York's 14th,NY-14,Democrat,Democratic,78.1,13.6,110318,19202,2018,31.5,12.6,40,14.6,0.2,76,25.9,54753
New York's 14th,NY-14,Democrat,Democratic,82.8,17.1,147587,30545,2016,31.5,12.6,40,14.6,0.2,76,25.9,54753
New York's 15th,NY-15,Democrat,Democratic,97.1,0,54906,0,2014,3.4000001,31.5,62,1.9,0.30000001,64.599998,13.2,27351
New York's 15th,NY-15,Democrat,Democratic,95.2,3.5,165688,6129,2016,3.4000001,31.5,62,1.9,0.30000001,64.599998,13.2,27351
New York's 15th,NY-15,Democrat,Democratic,95.9,4,124469,5205,2018,3.4000001,31.5,62,1.9,0.30000001,64.599998,13.2,27351
New York's 16th,NY-16,Democrat,Democratic,99.3,0,99658,0,2014,42.299999,31.4,20.5,4.5999999,0.2,85.199997,39.299999,68246
New York's 16th,NY-16,Democrat,Democratic,99.3,0,182044,0,2018,42.299999,31.4,20.5,4.5999999,0.2,85.199997,39.299999,68246
New York's 16th,NY-16,Democrat,Democratic,94.4,0,209857,0,2016,42.299999,31.4,20.5,4.5999999,0.2,85.199997,39.299999,68246
New York's 17th,NY-17,Democrat,Democratic,99.1,0,214530,0,2016,69.099998,10.4,14,5.3000002,0.1,87.699997,45.700001,95454
New York's 17th,NY-17,Democrat,Democratic,87.8,0,170168,0,2018,69.099998,10.4,14,5.3000002,0.1,87.699997,45.700001,95454
New York's 17th,NY-17,Democrat,Democratic,56.4,43.5,98158,75781,2014,69.099998,10.4,14,5.3000002,0.1,87.699997,45.700001,95454
New York's 18th,NY-18,Democrat,Democratic,49.7,47.799999,88993,85660,2014,74.699997,8.8999996,12.4,2.5,0.2,90.800003,35.599998,82543
New York's 18th,NY-18,Democrat,Democratic,55.5,44.5,139564,112035,2018,74.699997,8.8999996,12.4,2.5,0.2,90.800003,35.599998,82543
New York's 18th,NY-18,Democrat,Democratic,55.6,44.400002,162060,129369,2016,74.699997,8.8999996,12.4,2.5,0.2,90.800003,35.599998,82543
New York's 19th,NY-19,Republican,Republican,35.5,64.5,72470,131594,2014,88.5,3.8,5.0999999,1.2,0.1,89.699997,28.4,60494
New York's 19th,NY-19,Republican,Republican,45.7,54.200001,138800,164800,2016,88.5,3.8,5.0999999,1.2,0.1,89.699997,28.4,60494
New York's 19th,NY-19,Democrat,Democratic,51.3,46.099998,147873,132873,2018,88.5,3.8,5.0999999,1.2,0.1,89.699997,28.4,60494
New York's 20th,NY-20,Democrat,Democratic,61.2,38.700001,125111,79104,2014,82.599998,8.1999998,4.6999998,2.9000001,0.1,92,37.400002,64154
New York's 20th,NY-20,Democrat,Democratic,66.5,33.5,176811,89058,2018,82.599998,8.1999998,4.6999998,2.9000001,0.1,92,37.400002,64154
New York's 20th,NY-20,Democrat,Democratic,67.9,32.099998,213021,100738,2016,82.599998,8.1999998,4.6999998,2.9000001,0.1,92,37.400002,64154
New York's 21st,NY-21,Endorsed Trump,Republican,33.8,55.099998,59063,96226,2014,91.599998,3.2,2.8,0.69999999,0.80000001,89.099998,23.200001,53402
New York's 21st,NY-21,Endorsed Trump,Republican,42.4,56.099998,99791,131981,2018,91.599998,3.2,2.8,0.69999999,0.80000001,89.099998,23.200001,53402
New York's 21st,NY-21,Endorsed Trump,Republican,30.1,65.300003,82161,177886,2016,91.599998,3.2,2.8,0.69999999,0.80000001,89.099998,23.200001,53402
New York's 22nd,NY-22,Republican,Republican,0,98.400002,0,129851,2014,91,3.3,2.8,1.5,0.2,89.300003,24.299999,51482
New York's 22nd,NY-22,Democrat,Democratic,50.8,49.099998,127715,123242,2018,91,3.3,2.8,1.5,0.2,89.300003,24.299999,51482
New York's 22nd,NY-22,Republican,Republican,41,46.5,114266,129444,2016,91,3.3,2.8,1.5,0.2,89.300003,24.299999,51482
New York's 23rd,NY-23,Endorsed Trump,Republican,42.4,57.599998,118584,161050,2016,91.400002,2.7,3,1.2,0.5,89.699997,25.9,49433
New York's 23rd,NY-23,Endorsed Trump,Republican,38.3,61.700001,70242,113130,2014,91.400002,2.7,3,1.2,0.5,89.699997,25.9,49433
New York's 23rd,NY-23,Endorsed Trump,Republican,45.7,54.200001,109932,130323,2018,91.400002,2.7,3,1.2,0.5,89.699997,25.9,49433
New York's 24th,NY-24,Republican,Republican,47.3,52.599998,123226,136920,2018,86.5,7.0999999,3.2,1.4,0.40000001,89.900002,30.4,55603
New York's 24th,NY-24,Republican,Republican,40.3,59.5,80304,118474,2014,86.5,7.0999999,3.2,1.4,0.40000001,89.900002,30.4,55603
New York's 24th,NY-24,Republican,Republican,39.4,60.5,119040,182761,2016,86.5,7.0999999,3.2,1.4,0.40000001,89.900002,30.4,55603
New York's 25th,NY-25,Democrat,Democratic,59,41,159244,110736,2018,76,13.6,6.6999998,2.2,0.2,90.199997,36.900002,54715
New York's 25th,NY-25,Democrat,Democratic,56.1,43.799999,182950,142650,2016,76,13.6,6.6999998,2.2,0.2,90.199997,36.900002,54715
New York's 25th,NY-25,Democrat,Democratic,50.2,49.700001,96803,95932,2014,76,13.6,6.6999998,2.2,0.2,90.199997,36.900002,54715
New York's 26th,NY-26,Democrat,Democratic,74.6,25.4,215289,73377,2016,75,16.5,4.9000001,1.9,0.40000001,89.599998,30.700001,47127
New York's 26th,NY-26,Democrat,Democratic,73.3,26.700001,169166,61488,2018,75,16.5,4.9000001,1.9,0.40000001,89.599998,30.700001,47127
New York's 26th,NY-26,Democrat,Democratic,68.1,31.799999,113210,52909,2014,75,16.5,4.9000001,1.9,0.40000001,89.599998,30.700001,47127
New York's 27th,NY-27,Endorsed Trump,Republican,48.7,49.099998,139059,140146,2018,93.599998,2.4000001,1.9,0.80000001,0.60000002,92.5,29.5,63010
New York's 27th,NY-27,Endorsed Trump,Republican,28.9,71,58911,144675,2014,93.599998,2.4000001,1.9,0.80000001,0.60000002,92.5,29.5,63010
New York's 27th,NY-27,Endorsed Trump,Republican,32.8,67.199997,107832,220885,2016,93.599998,2.4000001,1.9,0.80000001,0.60000002,92.5,29.5,63010
Ohio's 1st,OH-01,Endorsed Trump,Republican,36.8,63.200001,72604,124779,2014,74.300003,20.799999,1.5,1.9,0.1,90.199997,33.900002,55897
Ohio's 1st,OH-01,Endorsed Trump,Republican,46.9,51.299999,141118,154409,2018,74.300003,20.799999,1.5,1.9,0.1,90.199997,33.900002,55897
Ohio's 1st,OH-01,Endorsed Trump,Republican,40.8,59.200001,144644,210014,2016,74.300003,20.799999,1.5,1.9,0.1,90.199997,33.900002,55897
Ohio's 2nd,OH-02,Endorsed Trump,Republican,41.2,57.599998,119333,166714,2018,88,8.3000002,1.3,0.80000001,0.2,89.300003,31.1,54888
Ohio's 2nd,OH-02,Endorsed Trump,Republican,34,66,68453,132658,2014,88,8.3000002,1.3,0.80000001,0.2,89.300003,31.1,54888
Ohio's 2nd,OH-02,Endorsed Trump,Republican,32.8,65,111694,221193,2016,88,8.3000002,1.3,0.80000001,0.2,89.300003,31.1,54888
Ohio's 3rd,OH-03,Democrat,Democratic,64.1,35.900002,91769,51475,2014,61.099998,30.6,2.9000001,2.2,0.2,87.400002,27.799999,45253
Ohio's 3rd,OH-03,Democrat,Democratic,68.6,31.4,199791,91560,2016,61.099998,30.6,2.9000001,2.2,0.2,87.400002,27.799999,45253
Ohio's 3rd,OH-03,Democrat,Democratic,73.6,26.4,181575,65040,2018,61.099998,30.6,2.9000001,2.2,0.2,87.400002,27.799999,45253
Ohio's 4th,OH-04,Endorsed Trump,Republican,32.3,67.699997,60165,125907,2014,90.300003,5,2.5999999,0.60000002,0.2,89.900002,17.6,51697
Ohio's 4th,OH-04,Endorsed Trump,Republican,32,68,98981,210227,2016,90.300003,5,2.5999999,0.60000002,0.2,89.900002,17.6,51697
Ohio's 4th,OH-04,Endorsed Trump,Republican,34.7,65.300003,89412,167993,2018,90.300003,5,2.5999999,0.60000002,0.2,89.900002,17.6,51697
Ohio's 5th,OH-05,Endorsed Trump,Republican,28.9,66.5,58507,134449,2014,91.599998,2.7,3.9000001,0.80000001,0.1,92.699997,25.9,56458
Ohio's 5th,OH-05,Endorsed Trump,Republican,29.1,70.900002,100392,244599,2016,91.599998,2.7,3.9000001,0.80000001,0.1,92.699997,25.9,56458
Ohio's 5th,OH-05,Endorsed Trump,Republican,35.1,62.299999,99655,176569,2018,91.599998,2.7,3.9000001,0.80000001,0.1,92.699997,25.9,56458
Ohio's 6th,OH-06,Endorsed Trump,Republican,38.6,58.200001,73561,111026,2014,95.400002,2.3,0.80000001,0.30000001,0.2,87.699997,15.9,46048
Ohio's 6th,OH-06,Endorsed Trump,Republican,29.3,70.699997,88780,213975,2016,95.400002,2.3,0.80000001,0.30000001,0.2,87.699997,15.9,46048
Ohio's 6th,OH-06,Endorsed Trump,Republican,30.7,69.300003,76716,172774,2018,95.400002,2.3,0.80000001,0.30000001,0.2,87.699997,15.9,46048
Ohio's 7th,OH-07,Endorsed Trump,Republican,29,64,89638,198221,2016,93.199997,3.7,1.3,0.5,0.1,87.900002,19.9,52532
Ohio's 7th,OH-07,Endorsed Trump,Republican,41.3,58.700001,107536,153117,2018,93.199997,3.7,1.3,0.5,0.1,87.900002,19.9,52532
Ohio's 7th,OH-07,Endorsed Trump,Republican,0,100,0,143959,2014,93.199997,3.7,1.3,0.5,0.1,87.900002,19.9,52532
Ohio's 8th,OH-08,Republican,Republican,27,68.800003,87794,223833,2016,90,5.5999999,1.7,1.2,0.1,89.400002,23.9,55913
Ohio's 8th,OH-08,Republican,Republican,33.4,66.599998,87281,173852,2018,90,5.5999999,1.7,1.2,0.1,89.400002,23.9,55913
Ohio's 8th,OH-08,Republican,Republican,27.4,67.199997,51534,126539,2014,90,5.5999999,1.7,1.2,0.1,89.400002,23.9,55913
Ohio's 9th,OH-09,Democrat,Democratic,67.7,32.200001,108870,51704,2014,73.699997,15,8.5,0.89999998,0.2,86.5,21.799999,42346
Ohio's 9th,OH-09,Democrat,Democratic,67.8,32.200001,157219,74670,2018,73.699997,15,8.5,0.89999998,0.2,86.5,21.799999,42346
Ohio's 9th,OH-09,Democrat,Democratic,68.7,31.299999,193966,88427,2016,73.699997,15,8.5,0.89999998,0.2,86.5,21.799999,42346
Ohio's 10th,OH-10,Endorsed Trump,Republican,32.7,64.099998,109981,215724,2016,78.699997,16.4,1.7,1.4,0.2,90.5,29.1,50316
Ohio's 10th,OH-10,Endorsed Trump,Republican,42.2,55.900002,118785,157554,2018,78.699997,16.4,1.7,1.4,0.2,90.5,29.1,50316
Ohio's 10th,OH-10,Endorsed Trump,Republican,31.5,65.199997,63249,130752,2014,78.699997,16.4,1.7,1.4,0.2,90.5,29.1,50316
Ohio's 11th,OH-11,Democrat,Democratic,82.2,17.700001,206138,44486,2018,41.400002,52,3.4000001,1.5,0.2,86.199997,26.700001,35930
Ohio's 11th,OH-11,Democrat,Democratic,80.3,19.700001,242917,59769,2016,41.400002,52,3.4000001,1.5,0.2,86.199997,26.700001,35930
Ohio's 11th,OH-11,Democrat,Democratic,79.5,20.5,137105,35461,2014,41.400002,52,3.4000001,1.5,0.2,86.199997,26.700001,35930
Ohio's 12th,OH-12,Republican,Republican,47.2,51.400002,161251,175677,2018,89.900002,4.4000001,1.8,2.0999999,0.1,92.900002,40.299999,69159
Ohio's 12th,OH-12,Republican,Republican,29.8,66.599998,112638,251266,2016,89.900002,4.4000001,1.8,2.0999999,0.1,92.900002,40.299999,69159
Ohio's 12th,OH-12,Republican,Republican,27.8,68.099998,61360,150573,2014,89.900002,4.4000001,1.8,2.0999999,0.1,92.900002,40.299999,69159
Ohio's 13th,OH-13,Democrat,Democratic,68.5,31.5,120230,55233,2014,84.599998,10.8,2.3,0.69999999,0.2,89.599998,22.4,43753
Ohio's 13th,OH-13,Democrat,Democratic,61,39,153323,98047,2018,84.599998,10.8,2.3,0.69999999,0.2,89.599998,22.4,43753
Ohio's 13th,OH-13,Democrat,Democratic,67.7,32.299999,208610,99377,2016,84.599998,10.8,2.3,0.69999999,0.2,89.599998,22.4,43753
Ohio's 14th,OH-14,Endorsed Trump,Republican,33,63.299999,70856,135736,2014,91.800003,4.3000002,1.6,1.3,0.1,92,34.299999,64870
Ohio's 14th,OH-14,Endorsed Trump,Republican,37.4,62.599998,130907,219191,2016,91.800003,4.3000002,1.6,1.3,0.1,92,34.299999,64870
Ohio's 14th,OH-14,Endorsed Trump,Republican,44.8,55.200001,137549,169809,2018,91.800003,4.3000002,1.6,1.3,0.1,92,34.299999,64870
Ohio's 15th,OH-15,Endorsed Trump,Republican,34,66,66125,128496,2014,91.800003,3.9000001,1.4,1.4,0.1,90.699997,31,61004
Ohio's 15th,OH-15,Endorsed Trump,Republican,33.8,66.199997,113960,222847,2016,91.800003,3.9000001,1.4,1.4,0.1,90.699997,31,61004
Ohio's 15th,OH-15,Endorsed Trump,Republican,39.7,58.299999,116112,170593,2018,91.800003,3.9000001,1.4,1.4,0.1,90.699997,31,61004
Ohio's 16th,OH-16,Endorsed Trump,Republican,34.7,65.300003,119830,225794,2016,93.800003,2,1.7,1.5,0.1,93.099998,33,64625
Ohio's 16th,OH-16,Endorsed Trump,Republican,36.3,63.700001,75199,132176,2014,93.800003,2,1.7,1.5,0.1,93.099998,33,64625
Ohio's 16th,OH-16,Endorsed Trump,Republican,43.3,56.700001,129681,170029,2018,93.800003,2,1.7,1.5,0.1,93.099998,33,64625
Oklahoma's 1st,OK-01,Endorsed Trump,Republican,40.7,59.299999,103042,150129,2018,73.599998,8.3999996,4.6999998,1.7,5.4000001,89.300003,29.700001,52927
Oklahoma's 1st,OK-01,Endorsed Trump,Republican,0,100,0,0,2016,73.599998,8.3999996,4.6999998,1.7,5.4000001,89.300003,29.700001,52927
Oklahoma's 1st,OK-01,Endorsed Trump,Republican,0,100,0,0,2014,73.599998,8.3999996,4.6999998,1.7,5.4000001,89.300003,29.700001,52927
Oklahoma's 2nd,OK-02,Endorsed Trump,Republican,30.1,65,65021,140451,2018,69.900002,3.5,2.7,0.5,15.3,84.800003,16.799999,41089
Oklahoma's 2nd,OK-02,Endorsed Trump,Republican,23.2,70.599998,62387,189839,2016,69.900002,3.5,2.7,0.5,15.3,84.800003,16.799999,41089
Oklahoma's 2nd,OK-02,Endorsed Trump,Republican,24.6,70,38964,110925,2014,69.900002,3.5,2.7,0.5,15.3,84.800003,16.799999,41089
Oklahoma's 3rd,OK-03,Endorsed Trump,Republican,26.1,73.900002,61152,172913,2018,80.199997,3.8,5.5,1,5.4000001,87.800003,22.5,50439
Oklahoma's 3rd,OK-03,Endorsed Trump,Republican,21.7,78.300003,63090,227525,2016,80.199997,3.8,5.5,1,5.4000001,87.800003,22.5,50439
Oklahoma's 3rd,OK-03,Endorsed Trump,Republican,21.4,78.599998,36270,133335,2014,80.199997,3.8,5.5,1,5.4000001,87.800003,22.5,50439
Oklahoma's 4th,OK-04,Endorsed Trump,Republican,26.1,69.599998,76472,204143,2016,76.099998,6.5,5.6999998,1.8,4.5,89.400002,24.799999,54310
Oklahoma's 4th,OK-04,Endorsed Trump,Republican,24.7,70.800003,40998,117721,2014,76.099998,6.5,5.6999998,1.8,4.5,89.400002,24.799999,54310
Oklahoma's 4th,OK-04,Endorsed Trump,Republican,33,63.099998,78088,149227,2018,76.099998,6.5,5.6999998,1.8,4.5,89.400002,24.799999,54310
Oklahoma's 5th,OK-05,Endorsed Trump,Democratic,50.7,49.299999,121149,117811,2018,68,13.8,7.1999998,2.3,4.1999998,86.300003,30.1,49560
Oklahoma's 5th,OK-05,Endorsed Trump,Republican,36.8,57.099998,103273,160184,2016,68,13.8,7.1999998,2.3,4.1999998,86.300003,30.1,49560
Oklahoma's 5th,OK-05,Endorsed Trump,Republican,36.3,60.099998,57790,95632,2014,68,13.8,7.1999998,2.3,4.1999998,86.300003,30.1,49560
Oregon's 1st,OR-01,Democrat,Democratic,59.6,37,225391,139756,2016,81.699997,1.6,7.5999999,5.6999998,0.5,91.400002,40.200001,70350
Oregon's 1st,OR-01,Democrat,Democratic,63.6,32.099998,231198,116446,2018,81.699997,1.6,7.5999999,5.6999998,0.5,91.400002,40.200001,70350
Oregon's 1st,OR-01,Democrat,Democratic,57.3,34.5,160038,96245,2014,81.699997,1.6,7.5999999,5.6999998,0.5,91.400002,40.200001,70350
Oregon's 2nd,OR-02,Endorsed Trump,Republican,39.4,56.299999,145298,207597,2018,87.300003,0.60000002,7.1999998,1,1.6,88.599998,24.200001,48797
Oregon's 2nd,OR-02,Endorsed Trump,Republican,28,71.699997,106640,272952,2016,87.300003,0.60000002,7.1999998,1,1.6,88.599998,24.200001,48797
Oregon's 2nd,OR-02,Endorsed Trump,Republican,25.7,70.400002,73785,202374,2014,87.300003,0.60000002,7.1999998,1,1.6,88.599998,24.200001,48797
Oregon's 3rd,OR-03,Democrat,Democratic,71.8,0,274687,0,2016,79.699997,4.5999999,6.0999999,5.9000001,0.69999999,90.699997,39.799999,60395
Oregon's 3rd,OR-03,Democrat,Democratic,72.3,19.6,211748,57424,2014,79.699997,4.5999999,6.0999999,5.9000001,0.69999999,90.699997,39.799999,60395
Oregon's 3rd,OR-03,Democrat,Democratic,72.6,19.799999,279019,76187,2018,79.699997,4.5999999,6.0999999,5.9000001,0.69999999,90.699997,39.799999,60395
Oregon's 4th,OR-04,Democrat,Democratic,58.6,37.599998,181624,116534,2014,89.099998,0.69999999,4.5999999,1.5,1,91,26.5,46558
Oregon's 4th,OR-04,Democrat,Democratic,56,40.900002,208710,152414,2018,89.099998,0.69999999,4.5999999,1.5,1,91,26.5,46558
Oregon's 4th,OR-04,Democrat,Democratic,55.5,39.700001,220628,157743,2016,89.099998,0.69999999,4.5999999,1.5,1,91,26.5,46558
Oregon's 5th,OR-05,Democrat,Democratic,53.5,43,199505,160443,2016,84.599998,0.89999998,8.3999996,2.5,0.80000001,89.400002,30,59704
Oregon's 5th,OR-05,Democrat,Democratic,55,41.799999,197187,149887,2018,84.599998,0.89999998,8.3999996,2.5,0.80000001,89.400002,30,59704
Oregon's 5th,OR-05,Democrat,Democratic,53.7,39.299999,150944,110332,2014,84.599998,0.89999998,8.3999996,2.5,0.80000001,89.400002,30,59704
Pennsylvania's 1st,PA-01,Republican,Republican,,,,,2016,87.900002,3.5999999,3.3,4.0999999,0.1,93.599998,39.900002,
Pennsylvania's 1st,PA-01,Republican,Republican,48.7,51.299999,160745,169053,2018,87.900002,3.5999999,3.3,4.0999999,0.1,93.599998,39.900002,
Pennsylvania's 1st,PA-01,Republican,Republican,,,,,2014,87.900002,3.5999999,3.3,4.0999999,0.1,93.599998,39.900002,
Pennsylvania's 2nd,PA-02,Democrat,Democratic,,,,,2014,47,25.1,20.5,5.9000001,0.2,79.699997,19.1,
Pennsylvania's 2nd,PA-02,Democrat,Democratic,79,21,159600,42382,2018,47,25.1,20.5,5.9000001,0.2,79.699997,19.1,
Pennsylvania's 2nd,PA-02,Democrat,Democratic,,,,,2016,47,25.1,20.5,5.9000001,0.2,79.699997,19.1,
Pennsylvania's 3rd,PA-03,Endorsed Trump,Democratic,,,,,2014,33.799999,56.400002,3.7,4.1999998,0.30000001,87.199997,35.900002,
Pennsylvania's 3rd,PA-03,Endorsed Trump,Democratic,93.4,6.5999999,287610,20387,2018,33.799999,56.400002,3.7,4.1999998,0.30000001,87.199997,35.900002,
Pennsylvania's 3rd,PA-03,Endorsed Trump,Democratic,,,,,2016,33.799999,56.400002,3.7,4.1999998,0.30000001,87.199997,35.900002,
Pennsylvania's 4th,PA-04,Endorsed Trump,Democratic,63.5,36.5,211524,121467,2018,82.699997,9,2.8,4.3000002,0.1,94,46.799999,
Pennsylvania's 4th,PA-04,Endorsed Trump,Democratic,,,,,2016,82.699997,9,2.8,4.3000002,0.1,94,46.799999,
Pennsylvania's 4th,PA-04,Endorsed Trump,Democratic,,,,,2014,82.699997,9,2.8,4.3000002,0.1,94,46.799999,
Pennsylvania's 5th,PA-05,Democrat,Democratic,,,,,2014,70.199997,21.6,2.7,4.3000002,0.1,90.800003,36.299999,
Pennsylvania's 5th,PA-05,Democrat,Democratic,,,,,2016,70.199997,21.6,2.7,4.3000002,0.1,90.800003,36.299999,
Pennsylvania's 5th,PA-05,Democrat,Democratic,65.2,34.799999,198639,106075,2018,70.199997,21.6,2.7,4.3000002,0.1,90.800003,36.299999,
Pennsylvania's 6th,PA-06,Endorsed Trump,Democratic,,,,,2014,81.699997,5.9000001,8.8000002,2.4000001,0.1,90.099998,43.400002,
Pennsylvania's 6th,PA-06,Endorsed Trump,Democratic,,,,,2016,81.699997,5.9000001,8.8000002,2.4000001,0.1,90.099998,43.400002,
Pennsylvania's 6th,PA-06,Endorsed Trump,Democratic,58.9,41.099998,177704,124124,2018,81.699997,5.9000001,8.8000002,2.4000001,0.1,90.099998,43.400002,
Pennsylvania's 7th,PA-07,Democrat,Democratic,,,,,2016,78.300003,5.0999999,13,2.3,0.1,89.300003,28.799999,
Pennsylvania's 7th,PA-07,Democrat,Democratic,,,,,2014,78.300003,5.0999999,13,2.3,0.1,89.300003,28.799999,
Pennsylvania's 7th,PA-07,Democrat,Democratic,53.5,43.5,140813,114437,2018,78.300003,5.0999999,13,2.3,0.1,89.300003,28.799999,
Pennsylvania's 8th,PA-08,Democrat,Democratic,,,,,2014,86.699997,4.6999998,6.8000002,1,0.1,89.699997,24.1,
Pennsylvania's 8th,PA-08,Democrat,Democratic,54.6,45.400002,135603,112563,2018,86.699997,4.6999998,6.8000002,1,0.1,89.699997,24.1,
Pennsylvania's 8th,PA-08,Democrat,Democratic,,,,,2016,86.699997,4.6999998,6.8000002,1,0.1,89.699997,24.1,
Pennsylvania's 9th,PA-09,Endorsed Trump,Republican,,,,,2014,91.900002,2.3,4.4000001,0.69999999,0.1,88.599998,20.299999,
Pennsylvania's 9th,PA-09,Endorsed Trump,Republican,40.3,59.700001,100204,148723,2018,91.900002,2.3,4.4000001,0.69999999,0.1,88.599998,20.299999,
Pennsylvania's 9th,PA-09,Endorsed Trump,Republican,,,,,2016,91.900002,2.3,4.4000001,0.69999999,0.1,88.599998,20.299999,
Pennsylvania's 10th,PA-10,Endorsed Trump,Republican,,,,,2016,81.599998,9.5,5.4000001,2,0.1,90.400002,30.299999,
Pennsylvania's 10th,PA-10,Endorsed Trump,Republican,48.7,51.299999,141668,149365,2018,81.599998,9.5,5.4000001,2,0.1,90.400002,30.299999,
Pennsylvania's 10th,PA-10,Endorsed Trump,Republican,,,,,2014,81.599998,9.5,5.4000001,2,0.1,90.400002,30.299999,
Pennsylvania's 11th,PA-11,Endorsed Trump,Republican,,,,,2014,89.099998,2.8,6,1.3,0.1,86,25.299999,
Pennsylvania's 11th,PA-11,Endorsed Trump,Republican,41,59,113876,163708,2018,89.099998,2.8,6,1.3,0.1,86,25.299999,
Pennsylvania's 11th,PA-11,Endorsed Trump,Republican,,,,,2016,89.099998,2.8,6,1.3,0.1,86,25.299999,
